q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
boolean,Surface Hardness,scraper,cake is less hard on the surface than scraper.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,scraper,scraper is less hard on the surface than cake.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,barbell,barbell is more hard on the surface than raspberry.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,barbell,raspberry is more hard on the surface than barbell.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,barbell,raspberry is less hard on the surface than barbell.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,barbell,barbell is less hard on the surface than raspberry.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,cooking_utensil,cooking_utensil is more hard on the surface than potato.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,cooking_utensil,potato is more hard on the surface than cooking_utensil.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,cooking_utensil,potato is less hard on the surface than cooking_utensil.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,cooking_utensil,cooking_utensil is less hard on the surface than potato.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,cart,cart is more hard on the surface than omelet.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,cart,omelet is more hard on the surface than cart.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,cart,omelet is less hard on the surface than cart.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,cart,cart is less hard on the surface than omelet.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,helmet,helmet is more hard on the surface than quesadilla.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,helmet,quesadilla is more hard on the surface than helmet.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,helmet,quesadilla is less hard on the surface than helmet.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,helmet,helmet is less hard on the surface than quesadilla.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,crate,crate is more hard on the surface than meat.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,crate,meat is more hard on the surface than crate.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,crate,meat is less hard on the surface than crate.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,crate,crate is less hard on the surface than meat.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,crate,crate is more hard on the surface than strawberry.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,crate,strawberry is more hard on the surface than crate.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,crate,strawberry is less hard on the surface than crate.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,crate,crate is less hard on the surface than strawberry.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,kitchen_sink,kitchen_sink is more hard on the surface than magazine.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,kitchen_sink,magazine is more hard on the surface than kitchen_sink.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,kitchen_sink,magazine is less hard on the surface than kitchen_sink.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,kitchen_sink,kitchen_sink is less hard on the surface than magazine.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is more hard on the surface than egg_yolk.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,egg_yolk is more hard on the surface than jewelry.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,egg_yolk is less hard on the surface than jewelry.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is less hard on the surface than egg_yolk.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is more hard on the surface than sunflower.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,sunflower is more hard on the surface than scissors.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,sunflower is less hard on the surface than scissors.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is less hard on the surface than sunflower.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,coverall,coverall is more hard on the surface than chocolate_cake.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,coverall,chocolate_cake is more hard on the surface than coverall.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,coverall,chocolate_cake is less hard on the surface than coverall.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,coverall,coverall is less hard on the surface than chocolate_cake.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,blackboard,blackboard is more hard on the surface than kiwi.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,blackboard,kiwi is more hard on the surface than blackboard.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,blackboard,kiwi is less hard on the surface than blackboard.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,blackboard,blackboard is less hard on the surface than kiwi.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,fire_extinguisher,fire_extinguisher is more hard on the surface than gelatin.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,fire_extinguisher,gelatin is more hard on the surface than fire_extinguisher.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,fire_extinguisher,gelatin is less hard on the surface than fire_extinguisher.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,fire_extinguisher,fire_extinguisher is less hard on the surface than gelatin.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,barbell,barbell is more hard on the surface than cucumber.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,barbell,cucumber is more hard on the surface than barbell.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,barbell,cucumber is less hard on the surface than barbell.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,barbell,barbell is less hard on the surface than cucumber.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,ax,ax is more hard on the surface than sushi.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,ax,sushi is more hard on the surface than ax.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,ax,sushi is less hard on the surface than ax.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,ax,ax is less hard on the surface than sushi.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,drill,drill is more hard on the surface than zucchini.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,drill,zucchini is more hard on the surface than drill.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,drill,zucchini is less hard on the surface than drill.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,drill,drill is less hard on the surface than zucchini.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,bunk_bed is more hard on the surface than cupcake.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,cupcake is more hard on the surface than bunk_bed.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,cupcake is less hard on the surface than bunk_bed.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,bunk_bed is less hard on the surface than cupcake.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,grater,grater is more hard on the surface than blueberry.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,grater,blueberry is more hard on the surface than grater.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,grater,blueberry is less hard on the surface than grater.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,grater,grater is less hard on the surface than blueberry.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,cart,cart is more hard on the surface than gift_wrap.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,cart,gift_wrap is more hard on the surface than cart.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,cart,gift_wrap is less hard on the surface than cart.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,cart,cart is less hard on the surface than gift_wrap.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,baseball_bat,baseball_bat is more hard on the surface than bagel.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,baseball_bat,bagel is more hard on the surface than baseball_bat.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,baseball_bat,bagel is less hard on the surface than baseball_bat.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,baseball_bat,baseball_bat is less hard on the surface than bagel.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is more hard on the surface than soap.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,soap is more hard on the surface than jewelry.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,soap is less hard on the surface than jewelry.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is less hard on the surface than soap.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,bunk_bed is more hard on the surface than magazine.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,magazine is more hard on the surface than bunk_bed.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,magazine is less hard on the surface than bunk_bed.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,bunk_bed,bunk_bed is less hard on the surface than magazine.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is more hard on the surface than omelet.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,omelet is more hard on the surface than jewelry.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,omelet is less hard on the surface than jewelry.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,jewelry,jewelry is less hard on the surface than omelet.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,baseball_glove,baseball_glove is more hard on the surface than bread.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,baseball_glove,bread is more hard on the surface than baseball_glove.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,baseball_glove,bread is less hard on the surface than baseball_glove.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,baseball_glove,baseball_glove is less hard on the surface than bread.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,pistol,pistol is more hard on the surface than tissue.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,pistol,tissue is more hard on the surface than pistol.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,pistol,tissue is less hard on the surface than pistol.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,pistol,pistol is less hard on the surface than tissue.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,pistol,pistol is more hard on the surface than zucchini.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,pistol,zucchini is more hard on the surface than pistol.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,pistol,zucchini is less hard on the surface than pistol.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,pistol,pistol is less hard on the surface than zucchini.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,spear,spear is more hard on the surface than pretzel.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,spear,pretzel is more hard on the surface than spear.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,spear,pretzel is less hard on the surface than spear.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,spear,spear is less hard on the surface than pretzel.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,dishtowel,dishtowel is more hard on the surface than cake.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,dishtowel,cake is more hard on the surface than dishtowel.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,dishtowel,cake is less hard on the surface than dishtowel.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,dishtowel,dishtowel is less hard on the surface than cake.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,hinge,hinge is more hard on the surface than chocolate_bar.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,hinge,chocolate_bar is more hard on the surface than hinge.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,hinge,chocolate_bar is less hard on the surface than hinge.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,hinge,hinge is less hard on the surface than chocolate_bar.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is more hard on the surface than cookie.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,cookie is more hard on the surface than scissors.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,cookie is less hard on the surface than scissors.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is less hard on the surface than cookie.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,binder,binder is more hard on the surface than clementine.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,binder,clementine is more hard on the surface than binder.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,binder,clementine is less hard on the surface than binder.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,binder,binder is less hard on the surface than clementine.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is more hard on the surface than kiwi.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,kiwi is more hard on the surface than scissors.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,scissors,kiwi is less hard on the surface than scissors.,neg,True,True,False,N/A,N/A
boolean,Surface Hardness,scissors,scissors is less hard on the surface than kiwi.,neg,False,True,False,N/A,N/A
boolean,Surface Hardness,combination_lock,combination_lock is more hard on the surface than radish.,pos,True,True,False,N/A,N/A
boolean,Surface Hardness,combination_lock,radish is more hard on the surface than combination_lock.,pos,False,True,False,N/A,N/A
boolean,Surface Hardness,combination_lock,radish is less hard on the surface than combination_lock.,neg,True,True,False,N/A,N/A
